0,	21.40,	11457,	17548,	15304,	32852
1,	21.31,	11499,	17610,	15302,	32912
2,	21.30,	11503,	17611,	15298,	32909
3,	21.32,	11494,	17609,	15308,	32917
4,	21.29,	11505,	17615,	15299,	32914
5,	21.28,	11509,	17621,	15299,	32920
6,	21.34,	11486,	17594,	15306,	32900
7,	21.32,	11493,	17608,	15308,	32916
8,	21.41,	11455,	17590,	15343,	32933
9,	21.55,	11393,	17552,	15394,	32946
10,	21.73,	11315,	17510,	15463,	32973
11,	21.90,	11241,	17447,	15509,	32956
12,	22.15,	11137,	17348,	15564,	32912
13,	22.39,	11034,	17269,	15638,	32907
14,	22.62,	10939,	17193,	15704,	32897
15,	22.83,	10851,	17126,	15770,	32896
16,	23.05,	10761,	17064,	15845,	32909
17,	23.25,	10680,	17000,	15905,	32905
18,	23.45,	10599,	16934,	15964,	32898
19,	23.63,	10530,	16878,	16016,	32894
20,	23.82,	10454,	16825,	16081,	32906
21,	23.99,	10387,	16768,	16130,	32898
22,	24.17,	10317,	16716,	16190,	32906
23,	24.34,	10250,	16677,	16258,	32935
24,	24.47,	10202,	16617,	16275,	32892
25,	24.58,	10158,	16585,	16314,	32899
26,	24.70,	10113,	16540,	16342,	32882
27,	24.81,	10070,	16506,	16378,	32884
28,	24.89,	10043,	16464,	16380,	32844
29,	24.98,	10008,	16428,	16402,	32830
30,	25.07,	9975,	16396,	16424,	32820
31,	25.09,	9965,	16399,	16443,	32842
32,	25.16,	9941,	16381,	16465,	32846
33,	25.27,	9900,	16360,	16512,	32872
34,	25.30,	9889,	16355,	16525,	32880
35,	25.36,	9866,	16345,	16554,	32899
36,	25.44,	9838,	16320,	16576,	32896
37,	25.51,	9812,	16296,	16595,	32891
38,	25.60,	9779,	16272,	16626,	32898
39,	25.66,	9757,	16253,	16645,	32898
40,	25.75,	9725,	16202,	16647,	32849
41,	25.82,	9697,	16202,	16695,	32897
42,	25.85,	9689,	16188,	16695,	32883
43,	25.95,	9651,	16160,	16731,	32891
44,	26.01,	9630,	16144,	16750,	32894
45,	26.08,	9606,	16123,	16771,	32894
46,	26.18,	9570,	16083,	16793,	32876
47,	26.21,	9557,	16076,	16808,	32884
48,	26.25,	9545,	16070,	16823,	32893
49,	26.33,	9514,	16039,	16844,	32883
50,	26.36,	9506,	16035,	16854,	32889
51,	26.41,	9486,	16016,	16871,	32887
52,	26.48,	9464,	16001,	16893,	32894
53,	26.52,	9449,	15986,	16905,	32891
54,	26.59,	9423,	15966,	16930,	32896
55,	26.66,	9400,	15931,	16934,	32865
56,	26.69,	9388,	15937,	16963,	32900
57,	26.71,	9382,	15922,	16958,	32880
58,	26.78,	9359,	15905,	16980,	32885
59,	26.84,	9338,	15888,	17000,	32888
60,	26.88,	9324,	15873,	17010,	32883
61,	26.92,	9310,	15863,	17025,	32888
62,	26.98,	9289,	15844,	17043,	32887
63,	27.02,	9276,	15834,	17057,	32891
64,	27.08,	9256,	15816,	17073,	32889
65,	27.13,	9236,	15800,	17094,	32894
66,	27.16,	9227,	15786,	17095,	32881
67,	27.21,	9211,	15777,	17114,	32891
68,	27.25,	9198,	15768,	17130,	32898
69,	27.32,	9172,	15746,	17153,	32899
70,	27.33,	9171,	15738,	17147,	32885
71,	27.36,	9158,	15731,	17164,	32895
72,	27.43,	9136,	15712,	17185,	32897
73,	27.48,	9120,	15694,	17194,	32888
74,	27.54,	9098,	15668,	17208,	32876
75,	27.56,	9091,	15660,	17212,	32872
